Designator,Mid X,Mid Y,Layer,Rotation
U1,27.22mm,6.5mm,Top,90
J4,6.95mm,-16.25mm,Top,0
H2,52.5mm,32.45mm,Top,270
H1,2.5mm,-15.5mm,Top,270
