Ref,Val,Package,PosX,PosY,Rot,Side
"IGNORE5","-","BoardText",37.3920,-17.5500,180.0,bottom
"IGNORE6","-","BoardText",28.3341,-7.7051,180.0,bottom
"IGNORE6","-","BoardText",28.5341,-19.0051,180.0,bottom
"IGNORE3","OFF","BoardText",40.4500,-6.5000,180.0,bottom
"IGNORE4","+","BoardText",35.3920,-17.5500,180.0,bottom
"IGNORE5","-","BoardText",28.2262,-17.5551,180.0,bottom
"J6","01x06_2.54mm_Female","01x06_2.54mm_Female",47.4000,-12.5000,0.0,bottom
"IGNORE2","ON","BoardText",46.0421,-6.5000,180.0,bottom
"IGNORE8","Only connect","BoardText",18.9420,-13.0500,180.0,bottom
"IGNORE4","+","BoardText",35.3920,-7.7000,180.0,bottom
"J7","01x06_2.54mm_Male","01x06_2.54mm_Male",8.1000,-12.5000,180.0,bottom
"IGNORE9","1 battery!","BoardText",19.1500,-12.7000,0.0,bottom
"IGNORE7","+","BoardText",30.3841,-7.7051,180.0,bottom
"IGNORE7","+","BoardText",30.3841,-17.5551,180.0,bottom
"IGNORE5","-","BoardText",37.3920,-7.7000,180.0,bottom
