"Id";"Designator";"Footprint";"Quantity";"Designation";
1;"H3,H4,H2,H1";"MountingHole_2.7mm_M2.5_ISO7380";4;"M2.5MountingHole";
2;"J12";"FFC_connector_16p_hinge_lock";1;"FFC_connector_16p_hinge_lock";
3;"IGNORE1";"BoardText";1;"Speaker v0.7";
4;"J4";"swd_header";1;"swd_4pin";
5;"J2,J5";"Molex_PicoBlade_53261-0271_1x02-1MP_P1.25mm_Horizontal";2;"2p_picoblade";
6;"TP1";"TestPoint_2Pads_Pitch2.54mm_Drill0.8mm";1;"TestPoint_2Pole";
7;"C9,C7,C5,C3,C8,C12,C2";"C_0402_1005Metric";7;"4.7uF";
8;"C10,C4";"C_0402_1005Metric";2;"220pF";
9;"R4,R9,R10,R11";"R_0402_1005Metric";4;"75R";
10;"J1";"01x06_2.54mm_Male";1;"01x06_2.54mm_Male";
11;"C1,C11,C17,C6,C18,C13,C14";"C_0402_1005Metric";7;"0.1uF";
12;"R8,R3";"R_0402_1005Metric";2;"10K";
13;"U2";"SOT-23-5";1;"ME6211C33M5G-N";
14;"R2";"R_0402_1005Metric";1;"750K";
15;"U4";"QFN50P300X300X80-17N";1;"MAX98357AETE+T";
16;"R1,R5";"R_0402_1005Metric";2;"470R";
17;"U5,U1";"MSOP-8_3x3mm_P0.65mm";2;"PAM8302AAS";
18;"U3";"LQFP-64_10x10mm_P0.5mm";1;"STM32F072RBTx";
