"Id";"Designator";"Footprint";"Quantity";"Designation";
1;"C11,C16,C12,C6,C5,C9,C15,C13,C8,C10,C7,C14";"C_0603_1608Metric";12;"22uF_10V";
2;"D22,D51,D1,D25,D12,D63,D54,D59,D32,D8,D21,D64,D43,D57,D40,D49,D11,D6,D3,D39,D29,D36,D14,D5,D34,D30,D24,D4,D17,D47,D37,D19,D15,D20,D41,D2,D18,D31,D38,D62,D44,D13,D35,D26,D50,D52,D53,D9,D55,D48,D61,D46,D45,D10,D23,D58,D27,D56,D42,D16,D7,D28,D33,D60";"xl_ws2812b_small";64;"xl_ws2812b_small";
3;"R2,R4";"R_0402_1005Metric";2;"1K";
4;"J1,J2";"FFC_connector_16p_hinge_lock";2;"FFC_connector_16p_hinge_lock";
5;"C1,C2,C3";"C_0402_1005Metric";3;"4.7uF";
6;"R3,R1,R6,R5";"R_0402_1005Metric";4;"75R";
7;"IGNORE1";"BoardText";1;"LedMatrix v0.1";
8;"C4";"C_0402_1005Metric";1;"0.1uF";
9;"U2";"TSSOP-20_4.4x6.5mm_P0.65mm";1;"STM32G030F6P6";
10;"U1";"SOT-23-5";1;"ME6211C33M5G-N";
11;"Q1";"SOT-23";1;"N_MOSFET";
12;"H2,H1";"MountingHole_2.7mm_M2.5_ISO7380";2;"M2.5MountingHole";
13;"J3";"swd_header";1;"swd_4pin";
