Ref,Val,Package,PosX,PosY,Rot,Side
"BATC9","4.7uF","C_0402_1005Metric",13.9000,-21.5500,-90.0,top
"LIGC6","1uF","C_0402_1005Metric",65.4925,-4.2000,180.0,top
"MOTH2","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",51.5000,-29.5500,0.0,top
"LIGR12","10K","R_0402_1005Metric",81.3000,-20.3000,90.0,top
"SPKJ4","swd_4pin","swd_header",5.5500,-77.6000,90.0,top
"LIGR9","10K","R_0402_1005Metric",80.5500,-21.8500,90.0,top
"LIGC7","27pF","C_0402_1005Metric",73.6125,-3.5500,0.0,top
"MOTU1","DRV8833PWP","HTSSOP-16-1EP_4.4x5mm_P0.65mm_EP3.4x5mm_Mask2.46x2.31mm_ThermalVias",28.1000,-30.4000,0.0,top
"BATJ1","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",4.5000,-12.5000,180.0,top
"SPKLS2","SpeakerSmt","Speaker1.8x1.8",29.0500,-67.4000,180.0,top
"MOTC1","4.7uF","C_0402_1005Metric",40.1500,-28.9000,90.0,top
"BATR13","0.01R","R_0805_2012Metric",8.2250,-3.7000,0.0,top
"MOTH4","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",51.5000,-49.5000,0.0,top
"BATC4","4.7uF","C_0402_1005Metric",2.3500,-3.3650,180.0,top
"LIGR2","75R","R_0402_1005Metric",71.3000,-17.4500,-90.0,top
"BATQ6","PMOS_2A","SOT-23",48.5500,-21.8000,-90.0,top
"SPKH3","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",2.2000,-56.5000,0.0,top
"LIGR7","4.7K","R_0402_1005Metric",72.4925,-1.5350,180.0,top
"BATJ3","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",50.0000,-12.5000,0.0,top
"MOTIGNORE2","Motor 0","BoardText",11.8920,-28.5500,0.0,top
"LIGC2","4.7uF","C_0402_1005Metric",80.9785,-18.7850,180.0,top
"LIGU3","STM32G030F6P6","TSSOP-20_4.4x6.5mm_P0.65mm",76.2660,-17.6250,180.0,top
"MOTJ2","Conn_02x03_Odd_Even","PinHeader_2x03_P2.54mm_Vertical_SMD",22.4250,-45.3900,180.0,top
"MOTJ11","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",49.5300,-39.6500,0.0,top
"BATC10","22uF_25V","C_0805_2012Metric",30.6500,-21.7000,180.0,top
"BATC13","4.7uF","C_0402_1005Metric",21.7250,-7.1150,180.0,top
"SPKH4","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",51.2000,-76.5000,0.0,top
"MOTC2","4.7uF","C_0402_1005Metric",32.7000,-30.7000,180.0,top
"LIGR8","22K","R_0402_1005Metric",66.6225,-2.1650,0.0,top
"LIGJ3","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",84.0000,-12.5000,0.0,top
"MOTIGNORE3","Motor 1","BoardText",19.6920,-29.2500,0.0,top
"BATC14","4.7uF","C_0402_1005Metric",22.2600,-4.7000,-90.0,top
"LIGR10","22K","R_0402_1005Metric",66.6525,-4.2350,0.0,top
"MOTC5","0.1uF_50V","C_0402_1005Metric",33.8000,-31.3500,0.0,top
"SPKJ12","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",4.8450,-66.5000,180.0,top
"BATD2","red_led","LED_SML-D12D1WT86",22.2750,-1.0000,-90.0,top
"MOTC26","4.7uF","C_0402_1005Metric",34.9500,-37.5000,180.0,top
"MOTR13","75R","R_0402_1005Metric",29.1650,-37.8500,-90.0,top
