"Id";"Designator";"Footprint";"Quantity";"Designation";
1;"BATC9,MOTC1,BATC4,LIGC2,BATC13,MOTC2,BATC14,MOTC26,LIGC9,LIGC5,BATC8,MOTC8,BATC2,MOTC9,LIGC8,LIGC3,LIGC4,LIGC10,SPKC8,SPKC11,SPKC12,SPKC9";"C_0402_1005Metric";22;"4.7uF";
2;"LIGC6";"C_0402_1005Metric";1;"1uF";
3;"MOTH2,MOTH4,SPKH3,SPKH4,MOTH1,SPKH1,SPKH2,MOTH3,BATH2,LIGH1,LIGH2,BATH1";"MountingHole_2.7mm_M2.5_ISO7380";12;"M2.5MountingHole";
4;"LIGR12,LIGR9,BATR5,BATR6,BATR18,BATR19";"R_0402_1005Metric";6;"10K";
5;"SPKJ4,BATJ4,MOTJ4,LIGJ4";"swd_header";4;"swd_4pin";
6;"LIGC7";"C_0402_1005Metric";1;"27pF";
7;"MOTU1";"HTSSOP-16-1EP_4.4x5mm_P0.65mm_EP3.4x5mm_Mask2.46x2.31mm_ThermalVias";1;"DRV8833PWP";
8;"BATJ1,BATJ3,MOTJ11,LIGJ3,SPKJ12,MOTJ1,SPKJ13,LIGJ5";"FFC_connector_16p_hinge_lock";8;"FFC_connector_16p_hinge_lock";
9;"SPKLS2";"Speaker1.8x1.8";1;"SpeakerSmt";
10;"BATR13";"R_0805_2012Metric";1;"0.01R";
11;"LIGR2,MOTR13,LIGR3,BATR2,MOTR14,BATR3,LIGR4,BATR4,BATR1,MOTR12,MOTR11,LIGR1,SPKR7,SPKR4,SPKR9,SPKR6";"R_0402_1005Metric";16;"75R";
12;"BATQ6,BATQ2";"SOT-23";2;"PMOS_2A";
13;"LIGR7";"R_0402_1005Metric";1;"4.7K";
14;"MOTIGNORE2";"BoardText";1;"Motor 0";
15;"LIGU3,BATU3,SPKU3";"TSSOP-20_4.4x6.5mm_P0.65mm";3;"STM32G030F6P6";
16;"MOTJ2,MOTJ8,MOTJ6,MOTJ9";"PinHeader_2x03_P2.54mm_Vertical_SMD";4;"Conn_02x03_Odd_Even";
17;"BATC10,BATC5,BATC11,MOTC15,MOTC10,MOTC12,MOTC4,MOTC14,MOTC13,MOTC11,MOTC16";"C_0805_2012Metric";11;"22uF_25V";
18;"LIGR8,LIGR10";"R_0402_1005Metric";2;"22K";
19;"MOTIGNORE3";"BoardText";1;"Motor 1";
20;"MOTC5";"C_0402_1005Metric";1;"0.1uF_50V";
21;"BATD2";"LED_SML-D12D1WT86";1;"red_led";
22;"BATSW1";"side_spst_switch";1;"side_spst_switch";
23;"MOTJ3,MOTJ10";"TerminalBlock_2P_3.5mm";2;"TerminalBlock_2P_3.5mm";
24;"MOTU2,BATU2,LIGU2,SPKU2";"SOT-23-5";4;"ME6211C33M5G-N";
25;"BATC7";"C_0402_1005Metric";1;"10pF";
26;"BATJ5,BATJ8";"JST_PH_S2B-PH-K_1x02_P2.00mm_Horizontal";2;"ConnBattery_JST_S2B-PH-K-S";
27;"BATIGNORE1";"BoardText";1;"Battery v0.5";
28;"BATJ2";"USB_C_Receptacle_power_only_6P";1;"USB_C_power_only_connector";
29;"BATU6";"SOT-23-5";1;"INA180A3";
30;"LIGR11";"R_0402_1005Metric";1;"300K";
31;"BATIC1";"USBLC6-2P6";1;"USBLC6-2P6";
32;"BATU8";"SOT-23-6";1;"TP4057";
33;"BATU5";"TPS61230A";1;"TPS61230A";
34;"LIGU6";"LGA-16_3x3mm_P0.5mm_LayoutBorder3x5y";1;"LIS3DHTR";
35;"BATC1,MOTC3,LIGC1,BATC3,BATC12,SPKC15";"C_0402_1005Metric";6;"0.1uF";
36;"BATR10";"R_0402_1005Metric";1;"150K";
37;"BATR9";"R_0402_1005Metric";1;"510K";
38;"BATR16";"R_0402_1005Metric";1;"330R";
39;"REF**,REF**,REF**,REF**";"Fiducial_1mm_Mask2mm";4;"Fiducial_1mm_Mask2mm";
40;"SPKJ2";"Molex_PicoBlade_53261-0271_1x02-1MP_P1.25mm_Horizontal";1;"2p_picoblade";
41;"MOTU4";"LQFP-48_7x7mm_P0.5mm";1;"STM32F103C8T6";
42;"BATU4";"XB7608AJ";1;"XB7608AJ";
43;"BATR12,BATR17,BATR11";"R_0402_1005Metric";3;"5.1K";
44;"SPKIGNORE1";"BoardText";1;"Speaker v0.8";
45;"BATR15,BATR14,BATR20";"R_0402_1005Metric";3;"100K";
46;"BATL1";"L_1008_2520Metric";1;"1uH_3.2A";
47;"SPKTP1";"TestPoint_2Pads_Pitch2.54mm_Drill0.8mm";1;"TestPoint_2Pole";
48;"BATR7";"R_0402_1005Metric";1;"1K";
49;"BATQ5";"SOT-23";1;"N_MOSFET";
50;"LIGIGNORE1";"BoardText";1;"LightSound v0.6";
51;"BATU1";"SOT-583-8";1;"TPS2116DRL";
52;"BATC6";"C_0402_1005Metric";1;"10nF";
53;"LIGU1";"LTR-381RGB";1;"LTR-381RGB";
54;"LIGU5";"SOT-23-5";1;"op_amp_mcp6001";
55;"MOTC6";"C_0402_1005Metric";1;"2.2uF";
56;"LIGU4";"SMD-4P-2.8x1.9mm";1;"LMA2718T421";
57;"MOTR5,MOTR6";"R_1210_3225Metric";2;"0.2R";
58;"MOTIGNORE1";"BoardText";1;"Motor v0.7";
59;"SPKC10,SPKC4";"C_0402_1005Metric";2;"220pF";
60;"BATIGNORE5,BATIGNORE6,BATIGNORE6,BATIGNORE5,BATIGNORE5";"BoardText";5;"-";
61;"MOTJ5,SPKJ1,BATJ7,LIGJ1";"01x06_2.54mm_Male";4;"01x06_2.54mm_Male";
62;"BATIGNORE3";"BoardText";1;"OFF";
